Country,State,Year,Types Of Coal,Coal Consuming Sectors,Coal Consumed (UOM:t(Tonnes))
India,Jharkhand,"Financial Year (Apr - Mar), 2013",RAW COAL,SPONGE IRON,1.474
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,CHEMICAL,0.012
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.008
India,Ladakh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.000740491
India,West Bengal,"Financial Year (Apr - Mar), 2014",MIDDLINGS,POWER (CAPTIVE),0.629
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.079
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.474
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.258
India,Odisha,"Financial Year (Apr - Mar), 2013",WASHED COAL,METALLURGICAL USE- COKERIES,0.172
India,Odisha,"Financial Year (Apr - Mar), 2013",RAW COAL,CHEMICAL,0.012
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,BRICKS,0.011
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.601
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (CAPTIVE),3.015
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),24.611
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),4.567
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,0.064
India,Uttarakhand,"Financial Year (Apr - Mar), 2020",RAW COAL,POWER (CAPTIVE),0.648
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),22.701
India,Maharashtra,"Financial Year (Apr - Mar), 2011",RAW COAL,TEXTILES & RAYONS,0.055
India,Kerala,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.179
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",RAW COAL,PULP & PAPER,0.001
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),19.171
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.108
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,POWER (UTILITY),23.594
India,Jharkhand,"Financial Year (Apr - Mar), 2013",WASHED COAL,METALLURGICAL USE- COKERIES,3.691
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,POWER (CAPTIVE),1.167
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,COKERIES,0.046
India,Jharkhand,"Financial Year (Apr - Mar), 2017",MIDDLINGS,CEMENT,0.004
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,OTHER,0.081
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,TEXTILES & RAYONS,0.001
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,OTHER,0.483
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",LIGNITE,BRICKS,0.011
India,Odisha,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.48
India,Telangana,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (UTILITY),17.11076067
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,OTHER,0.448
India,Kerala,"Financial Year (Apr - Mar), 2012",RAW COAL,CEMENT,0.026
India,Rajasthan,"Financial Year (Apr - Mar), 2014",LIGNITE,PULP & PAPER,0.004
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),69.345
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,2.415
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,STEEL (BOILERS),0.056
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,BRICKS,0.009
India,Jharkhand,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (CAPTIVE),1.355
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,CHEMICAL,0.002
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,POWER (UTILITY),7.669
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,0.722
India,Odisha,"Financial Year (Apr - Mar), 2020",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.079
India,Odisha,"Financial Year (Apr - Mar), 2019",MIDDLINGS,POWER (CAPTIVE),0.034
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,9.67
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,BRICKS,0
India,Odisha,"Financial Year (Apr - Mar), 2012",RAW COAL,SPONGE IRON,0.684
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,0.077
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.007
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,POWER (UTILITY),1.413
India,Rajasthan,"Financial Year (Apr - Mar), 2011",LIGNITE,CHEMICAL,0.014
India,Jharkhand,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),7.385
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (CAPTIVE),3.797
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),53.709
India,Jharkhand,"Financial Year (Apr - Mar), 2015",MIDDLINGS,OTHER,0.001
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- COKERIES,0.011
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.014
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,BRICKS,0.017
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",RAW COAL,PULP & PAPER,0.004
India,Ladakh,"Financial Year (Apr - Mar), 2017",RAW COAL,BRICKS,0.000151896
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",LIGNITE,CEMENT,0.668
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.084
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,CEMENT,0.224
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",RAW COAL,SPONGE IRON,0.001
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,CHEMICAL,0.007
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,POWER (CAPTIVE),6.483
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,PULP & PAPER,0.054
India,Punjab,"Financial Year (Apr - Mar), 2020",RAW COAL,POWER (CAPTIVE),12.414
India,Karnataka,"Financial Year (Apr - Mar), 2020",RAW COAL,PULP & PAPER,0.1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,CHEMICAL,0.018
India,Odisha,"Financial Year (Apr - Mar), 2012",WASHED COAL,POWER (UTILITY),0.711
India,West Bengal,"Financial Year (Apr - Mar), 2016",MIDDLINGS,OTHER,0.008
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,METALLURGICAL USE- COKERIES,0.039
India,Karnataka,"Financial Year (Apr - Mar), 2011",WASHED COAL,OTHER,0.001
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.002
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,22.096
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.083
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (CAPTIVE),0.299
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,OTHER,0.099
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.007
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0.041
India,Ladakh,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,0
India,Telangana,"Financial Year (Apr - Mar), 2020",RAW COAL,CEMENT,1.246
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",LIGNITE,TEXTILES & RAYONS,0.004
India,Rajasthan,"Financial Year (Apr - Mar), 2012",LIGNITE,CHEMICAL,0.038
India,Rajasthan,"Financial Year (Apr - Mar), 2020",WASHED COAL,POWER (CAPTIVE),11.233
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",MIDDLINGS,POWER (UTILITY),0.106
India,Punjab,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.2
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.092
India,Jharkhand,"Financial Year (Apr - Mar), 2015",WASHED COAL,METALLURGICAL USE- COKERIES,2.426
India,Maharashtra,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (CAPTIVE),0.983
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,0.17
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",LIGNITE,CHEMICAL,0.013
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.494
India,Telangana,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (CAPTIVE),1.320435663
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.13
India,Rajasthan,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.135
India,Odisha,"Financial Year (Apr - Mar), 2013",RAW COAL,OTHER,19.08
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,0.277
India,Maharashtra,"Financial Year (Apr - Mar), 2020",RAW COAL,POWER (CAPTIVE),63.019
India,Rajasthan,"Financial Year (Apr - Mar), 2014",WASHED COAL,POWER (CAPTIVE),0.953
India,Kerala,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.027
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",LIGNITE,STEEL (BOILERS),0.049
India,Odisha,"Financial Year (Apr - Mar), 2014",MIDDLINGS,POWER (CAPTIVE),0.242
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.22
India,Jharkhand,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),25.529
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,0.246
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",MIDDLINGS,POWER (UTILITY),0.429
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.153
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),32.014
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.016
India,Karnataka,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,0.193
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,0.031
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,CHEMICAL,0
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,1.669
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.198
India,Meghalaya,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.046
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.12
India,Maharashtra,"Financial Year (Apr - Mar), 2019",WASHED COAL,POWER (UTILITY),0.106
India,Jharkhand,"Financial Year (Apr - Mar), 2019",MIDDLINGS,POWER (UTILITY),0.902
India,Punjab,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),11.753
India,Kerala,"Financial Year (Apr - Mar), 2020",RAW COAL,CEMENT,0.036
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.165
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.145
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,CEMENT,0.08136696
India,Telangana,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,1.442486102
India,West Bengal,"Financial Year (Apr - Mar), 2020",RAW COAL,COLLIERY OWN - CONSUMPTION,0.18
India,Jharkhand,"Financial Year (Apr - Mar), 2020",RAW COAL,COLLIERY OWN - CONSUMPTION,0.015
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.21
India,Odisha,"Financial Year (Apr - Mar), 2012",RAW COAL,PULP & PAPER,0.14
India,Punjab,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (UTILITY),4.607
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.173
India,Jharkhand,"Financial Year (Apr - Mar), 2013",WASHED COAL,POWER (UTILITY),0.983
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (UTILITY),33.03
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),1.617
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.079
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,2.991
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.051
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,BRICKS,2.71
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),15.25
India,Maharashtra,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,6.049
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,0.024
India,Maharashtra,"Financial Year (Apr - Mar), 2020",RAW COAL,CEMENT,1.743
India,West Bengal,"Financial Year (Apr - Mar), 2013",MIDDLINGS,POWER (CAPTIVE),0.651
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),8.028
India,Karnataka,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,0.033
India,Karnataka,"Financial Year (Apr - Mar), 2012",RAW COAL,CHEMICAL,0.006
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,POWER (UTILITY),22.722
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,BRICKS,0.01
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),10.327
India,Telangana,"Financial Year (Apr - Mar), 2013",RAW COAL,CHEMICAL,0.078602063
India,Jharkhand,"Financial Year (Apr - Mar), 2019",RAW COAL,STEEL (BOILERS),0.248
India,West Bengal,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),0.628
India,Maharashtra,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),65.169
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.003
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),4.967
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.035
India,West Bengal,"Financial Year (Apr - Mar), 2012",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.126
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAW COAL,BRICKS,0.059
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,COLLIERY OWN - CONSUMPTION,0.01
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),7.27
India,Maharashtra,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,5.073
India,West Bengal,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,1.75
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (UTILITY),12.96
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",LIGNITE,CEMENT,0.628
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.096
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),4.049
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.135
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,BRICKS,0.013
India,Ladakh,"Financial Year (Apr - Mar), 2014",RAW COAL,BRICKS,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),0.289
India,Jharkhand,"Financial Year (Apr - Mar), 2013",WASHED COAL,POWER (CAPTIVE),0.31
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),31.867
India,Karnataka,"Financial Year (Apr - Mar), 2013",RAW COAL,CHEMICAL,0.006
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,CHEMICAL,0.013
India,Jharkhand,"Financial Year (Apr - Mar), 2020",RAW COAL,SPONGE IRON,0.525
India,Maharashtra,"Financial Year (Apr - Mar), 2011",RAW COAL,CHEMICAL,0.031
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),0.357
India,Rajasthan,"Financial Year (Apr - Mar), 2014",WASHED COAL,POWER (UTILITY),0.389
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.198
India,Odisha,"Financial Year (Apr - Mar), 2011",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.039
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.057
India,Kerala,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.073
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.029
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.255
India,Rajasthan,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (UTILITY),14.47
India,Maharashtra,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,1.817
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.003
India,Maharashtra,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,0.72
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,FERTILISERS,0.304
India,West Bengal,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (CAPTIVE),0.266
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,METALLURGICAL USE- COKERIES,0.037
India,Jharkhand,"Financial Year (Apr - Mar), 2019",RAW COAL,COLLIERY OWN - CONSUMPTION,0.019
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.012
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0.01
India,Punjab,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (UTILITY),12.632
India,West Bengal,"Financial Year (Apr - Mar), 2019",MIDDLINGS,POWER (UTILITY),0.014
India,Meghalaya,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,6.982
India,West Bengal,"Financial Year (Apr - Mar), 2016",WASHED COAL,METALLURGICAL USE- COKERIES,1.231
India,Karnataka,"Financial Year (Apr - Mar), 2011",RAW COAL,TEXTILES & RAYONS,0.09
India,Jharkhand,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- COKERIES,1.597
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (CAPTIVE),4.446
India,Jharkhand,"Financial Year (Apr - Mar), 2020",RAW COAL,POWER (CAPTIVE),29.981
India,Odisha,"Financial Year (Apr - Mar), 2020",MIDDLINGS,POWER (CAPTIVE),0.162
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,TEXTILES & RAYONS,0.012244542
India,West Bengal,"Financial Year (Apr - Mar), 2012",RAW COAL,TEXTILES & RAYONS,0.003
India,Maharashtra,"Financial Year (Apr - Mar), 2013",RAW COAL,OTHER,5.14
India,West Bengal,"Financial Year (Apr - Mar), 2012",WASHED COAL,METALLURGICAL USE- COKERIES,0.514
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.019
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.004
India,Karnataka,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,1.358
India,Karnataka,"Financial Year (Apr - Mar), 2019",RAW COAL,TEXTILES & RAYONS,0.074
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),49.133
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAW COAL,SPONGE IRON,1.312
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.045
India,Rajasthan,"Financial Year (Apr - Mar), 2014",RAW COAL,TEXTILES & RAYONS,0.035
India,Odisha,"Financial Year (Apr - Mar), 2013",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.491
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,11.092
India,West Bengal,"Financial Year (Apr - Mar), 2013",MIDDLINGS,POWER (UTILITY),0.345
India,Punjab,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (CAPTIVE),7.105
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),56.377
India,Ladakh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.502
India,Odisha,"Financial Year (Apr - Mar), 2019",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.243
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,0.127
India,Uttarakhand,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (CAPTIVE),0.341
India,Ladakh,"Financial Year (Apr - Mar), 2020",RAW COAL,CEMENT,0.000151896
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.016
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,2.629
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.053
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.32
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,STEEL (BOILERS),0.368
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,COLLIERY OWN - CONSUMPTION,0.014
India,Telangana,"Financial Year (Apr - Mar), 2012",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.043053391
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),32.373
India,Maharashtra,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,1.947
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),44.478
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.079
India,Jharkhand,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,1.697
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.011
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (UTILITY),0.034
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.451
India,Karnataka,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,0.06
India,Jharkhand,"Financial Year (Apr - Mar), 2019",MIDDLINGS,STEEL (BOILERS),0.338
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,1.362
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",LIGNITE,OTHER,0.053
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,BRICKS,0.696
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,3.084
India,Jharkhand,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),0.837
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.06
India,Maharashtra,"Financial Year (Apr - Mar), 2019",RAW COAL,COLLIERY OWN - CONSUMPTION,0.003
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.573
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,STEEL (BOILERS),0.047793214
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),43.593
India,Maharashtra,"Financial Year (Apr - Mar), 2013",RAW COAL,TEXTILES & RAYONS,0.033
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,OTHER,3.032
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",WASHED COAL,POWER (UTILITY),6.361
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",MIDDLINGS,POWER (UTILITY),0.249
India,Jharkhand,"Financial Year (Apr - Mar), 2019",WASHED COAL,POWER (UTILITY),0.872
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),49.49
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,METALLURGICAL USE- COKERIES,0.04
India,Odisha,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- COKERIES,0.642
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- COKERIES,0.02
India,Telangana,"Financial Year (Apr - Mar), 2014",RAW COAL,PULP & PAPER,0.389455448
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.663
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,TEXTILES & RAYONS,0.017
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),59.423
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,COLLIERY OWN - CONSUMPTION,0.184
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.141
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),21.731
India,Jharkhand,"Financial Year (Apr - Mar), 2020",WASHED COAL,COKERIES,1.526
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.117
India,West Bengal,"Financial Year (Apr - Mar), 2013",WASHED COAL,METALLURGICAL USE- COKERIES,0.513
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (UTILITY),2.963
India,Odisha,"Financial Year (Apr - Mar), 2018",MIDDLINGS,STEEL (BOILERS),0.086
